,Name,Artist,Features,Streams,Week
9509,Nights With You,MØ,,1555329,7/14/2017
9510,No Vacancy,OneRepublic,,1545146,7/14/2017
9511,PRBLMS,6LACK,,1541522,7/14/2017
9512,Caroline,Amine,,1534673,7/14/2017
9513,Sorry Not Sorry,Demi Lovato,,1531496,7/14/2017
9514,Everyday We Lit ,YFN Lucci,PnB Rock,1528634,7/14/2017
9515,Relationship ,Young Thug,Future,1526616,7/14/2017
9516,No Role Modelz,J. Cole,,1503920,7/14/2017
9517,Escápate Conmigo,Wisin,,1503357,7/14/2017
9518,Paris,The Chainsmokers,,1500466,7/14/2017
9519,911 / Mr. Lonely,"Tyler, The Creator",,1497819,7/14/2017
9520,Two High,Moon Taxi,,1488102,7/14/2017
9521,In Case You Didn't Know,Brett Young,,1487077,7/14/2017
9522,Small Town Boy,Dustin Lynch,,1478372,7/14/2017
9523,I Feel It Coming,The Weeknd,,1471617,7/14/2017
9524,24K Magic,Bruno Mars,,1469546,7/14/2017
9525,You Was Right,Lil Uzi Vert,,1469375,7/14/2017
9526,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",,1463303,7/14/2017
9527,Don't Let Me Down,The Chainsmokers,,1453268,7/14/2017
9528,What Ifs,Kane Brown,,1436534,7/14/2017
9529,Jump Out The Window,Big Sean,,1431620,7/14/2017
9530,Castle on the Hill,Ed Sheeran,,1415553,7/14/2017
9531,Selfish ,Future,Rihanna,1413848,7/14/2017
9532,First Time,Kygo,,1408022,7/14/2017
9533,Nothin New,21 Savage,,1401537,7/14/2017
9534,Perfect Pint ,Mike WiLL Made-It,"Kendrick Lamar, Gucci Mane, Rae Sremmurd",1397109,7/14/2017
9535,Symphony ,Clean Bandit,Zara Larsson,1396905,7/14/2017
9536,Candy Paint,Post Malone,,1386387,7/14/2017
9537,What They Want,Russ,,1383879,7/14/2017
9538,Starving,Hailee Steinfeld,,1380137,7/14/2017
9539,Low Life,Future,,1378985,7/14/2017
9540,Flex Like Ouu,Lil Pump,,1374554,7/14/2017
9541,No Heart,21 Savage,,1373222,7/14/2017
9542,Dead People,21 Savage,,1370576,7/14/2017
9543,Extra Luv,Future,,1364634,7/14/2017
9544,Can I Be Him,James Arthur,,1359084,7/14/2017
9545,Black Beatles,Rae Sremmurd,,1358026,7/14/2017
9546,The Cure,Lady Gaga,,1350027,7/14/2017
9547,Whole Lot,21 Savage,,1334124,7/14/2017
9548,RAF,A$AP Mob,,1329653,7/14/2017
9549,Moves,Big Sean,,1320347,7/14/2017
9550,Everybody,Logic,,1318090,7/14/2017
9551,Reminder,The Weeknd,,1315145,7/14/2017
9552,Reminding Me,Shawn Hook,,1313674,7/14/2017
9553,The Night We Met,Lord Huron,,1311437,7/14/2017
9554,Skateboard P ,MadeinTYO,Big Sean,1308999,7/14/2017
9555,Money Convo,21 Savage,,1306363,7/14/2017
9556,Run Me Dry,Bryson Tiller,,1296629,7/14/2017
9557,7 Min Freestyle,21 Savage,,1294323,7/14/2017
9558,Weak,AJR,,1288932,7/14/2017
9559,Both ,Gucci Mane,Drake,1288440,7/14/2017
9560,Rake It Up,Yo Gotti,,1281741,7/14/2017
9561,Good Drank,2 Chainz,,1273466,7/14/2017
9562,Galway Girl,Ed Sheeran,,1272208,7/14/2017
9563,From The D To The A ,Tee Grizzley,Lil Yachty,1270152,7/14/2017
9564,Audi.,Smokepurpp,,1267059,7/14/2017
9565,Don't,Bryson Tiller,,1260012,7/14/2017
9566,"How Far I'll Go - From ""Moana""",Alessia Cara,,1257136,7/14/2017
9567,The Way I Are (Dance with Somebody) ,Bebe Rexha,Lil Wayne,1254586,7/14/2017
9568,Myself,NAV,,1252834,7/14/2017
9569,Saved,Khalid,,1235809,7/14/2017
9570,Ex Calling,6LACK,,1231397,7/14/2017
9571,Exchange,Bryson Tiller,,1230419,7/14/2017
9572,Selfish,PnB Rock,,1226297,7/14/2017
9573,High Without Your Love,Loote,,1223755,7/14/2017
9574,Love On The Brain,Rihanna,,1222098,7/14/2017
9575,Congratulations - Remix,Post Malone,,1211212,7/14/2017
9576,Ahora Dice,Chris Jeday,,1209863,7/14/2017
9577,Chill Bill,Rob $tone,,1201413,7/14/2017
9578,How Far I'll Go,Auli'i Cravalho,,1199715,7/14/2017
9579,Super Far,LANY,,1193692,7/14/2017
9580,'Till I Collapse,Eminem,,1186414,7/14/2017
9581,Trap Paris ,Machine Gun Kelly,"Quavo, Ty Dolla $ign",1186155,7/14/2017
9582,Up,NAV,,1185231,7/14/2017
9583,XXX. FEAT. U2.,Kendrick Lamar,,1181867,7/14/2017
9584,Special,21 Savage,,1181094,7/14/2017
9585,Can't Stop The Feeling!,Justin Timberlake,,1178509,7/14/2017
9586,H.O.L.Y.,Florida Georgia Line,,1172684,7/14/2017
9587,Ride,Twenty One Pilots,,1171742,7/14/2017
9588,Nobody Else But You,Trey Songz,,1170509,7/14/2017
9589,Heartache On The Dance Floor,Jon Pardi,,1161557,7/14/2017
9590,Some Way,NAV,,1159776,7/14/2017
9591,Uh Huh,Julia Michaels,,1151065,7/14/2017
9592,Die A Happy Man,Thomas Rhett,,1135741,7/14/2017
9593,My Girl,Dylan Scott,,1135429,7/14/2017
9594,Mask Off - Remix,Future,,1135320,7/14/2017
9595,Heathens,Twenty One Pilots,,1134466,7/14/2017
9596,V. 3005,Childish Gambino,,1134083,7/14/2017
9597,Get Right Witcha,Migos,,1132529,7/14/2017
9598,Side To Side,Ariana Grande,,1130293,7/14/2017
9599,Despacito,Luis Fonsi,,8779758,7/28/2017
9600,XO TOUR Llif3,Lil Uzi Vert,,8641066,7/28/2017
9601,Wild Thoughts ,DJ Khaled,"Rihanna, Bryson Tiller",8509711,7/28/2017
9602,Unforgettable,French Montana,,8475915,7/28/2017
9603,I'm the One ,DJ Khaled,"Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",7197459,7/28/2017
9604,HUMBLE.,Kendrick Lamar,,7029814,7/28/2017
9605,Bank Account,21 Savage,,6616907,7/28/2017
9606,Congratulations,Post Malone,,6317623,7/28/2017
9607,Sorry Not Sorry,Demi Lovato,,5767417,7/28/2017
9608,BUTTERFLY EFFECT,Travis Scott,,5492570,7/28/2017
9609,Feels,Calvin Harris,,5386508,7/28/2017
9610,Mi Gente,J Balvin,,5302826,7/28/2017
9611,Strip That Down,Liam Payne,,5180414,7/28/2017
9612,Redbone,Childish Gambino,,5154422,7/28/2017
9613,Fetish ,Selena Gomez,Gucci Mane,5114199,7/28/2017
9614,Location,Khalid,,5077631,7/28/2017
9615,Believer,Imagine Dragons,,4616079,7/28/2017
9616,Attention,Charlie Puth,,4611172,7/28/2017
9617,Body Like A Back Road,Sam Hunt,,4585193,7/28/2017
9618,Slide,Calvin Harris,,4570843,7/28/2017
9619,1-800-273-8255,Logic,,4451426,7/28/2017
9620,DNA.,Kendrick Lamar,,4446570,7/28/2017
9621,Magnolia,Playboi Carti,,4332500,7/28/2017
9622,2U ,David Guetta,Justin Bieber,4268941,7/28/2017
9623,Signs,Drake,,4232812,7/28/2017
9624,Mask Off,Future,,4167318,7/28/2017
9625,goosebumps,Travis Scott,,4126495,7/28/2017
9626,Slippery ,Migos,Gucci Mane,4116295,7/28/2017
9627,Slow Hands,Niall Horan,,3975206,7/28/2017
9628,I Like Me Better,Lauv,,3863541,7/28/2017
9629,That's What I Like,Bruno Mars,,3793612,7/28/2017
9630,Young Dumb & Broke,Khalid,,3773704,7/28/2017
9631,Thunder,Imagine Dragons,,3744824,7/28/2017
9632,Praying,Kesha,,3718750,7/28/2017
9633,There's Nothing Holdin' Me Back,Shawn Mendes,,3575574,7/28/2017
9634,Shape of You,Ed Sheeran,,3498492,7/28/2017
9635,Bad Liar,Selena Gomez,,3441863,7/28/2017
9636,Drowning ,A Boogie Wit da Hoodie,Kodak Black,3440661,7/28/2017
9637,LOVE.,Kendrick Lamar,,3427143,7/28/2017
9638,Now Or Never,Halsey,,3407738,7/28/2017
9639,Rollin,Calvin Harris,,3325774,7/28/2017
9640,Back to You ,Louis Tomlinson,"Bebe Rexha, Digital Farm Animals",3315677,7/28/2017
9641,Love Galore ,SZA,Travis Scott,3286209,7/28/2017
9642,Stay ,"Zedd, Alessia Cara",,3259696,7/28/2017
9643,It's A Vibe,2 Chainz,,3204740,7/28/2017
9644,In the End,Linkin Park,,3171525,7/28/2017
9645,Who Dat Boy,"Tyler, The Creator",,3088625,7/28/2017
9646,4:00 AM,2 Chainz,,3069167,7/28/2017
9647,Passionfruit,Drake,,3068058,7/28/2017
9648,iSpy ,KYLE,Lil Yachty,2999421,7/28/2017
9649,Heavy ,Linkin Park,Kiiara,2995099,7/28/2017
9650,Feel It Still,Portugal. The Man,,2809701,7/28/2017
9651,Numb,Linkin Park,,2793257,7/28/2017
9652,New Rules,Dua Lipa,,2709381,7/28/2017
9653,See You Again,"Tyler, The Creator",,2697191,7/28/2017
9654,No Complaints,Metro Boomin,,2626390,7/28/2017
9655,Crying in the Club,Camila Cabello,,2574175,7/28/2017
9656,LOYALTY.,Kendrick Lamar,,2572994,7/28/2017
9657,Despacito,Luis Fonsi,,2473323,7/28/2017
9658,Something Just Like This,"The Chainsmokers, Coldplay",,2423653,7/28/2017
9659,911 / Mr. Lonely,"Tyler, The Creator",,2364320,7/28/2017
9660,Rake It Up,Yo Gotti,,2341098,7/28/2017
9661,Glorious ,Macklemore,Skylar Grey,2337467,7/28/2017
9662,do re mi,blackbear,,2294094,7/28/2017
9663,Numb,21 Savage,,2278768,7/28/2017
9664,Summer Bummer ,Lana Del Rey,"A$AP Rocky, Playboi Carti",2275808,7/28/2017
9665,More Than You Know,Axwell /\ Ingrosso,,2275523,7/28/2017
9666,There for You,Martin Garrix,,2244239,7/28/2017
9667,Know No Better ,Major Lazer,"Travis Scott, Camila Cabello, Quavo",2237393,7/28/2017
9668,Most Girls,Hailee Steinfeld,,2232074,7/28/2017
9669,Bounce Back,Big Sean,,2208195,7/28/2017
9670,Bad and Boujee ,Migos,Lil Uzi Vert,2201157,7/28/2017
9671,Tunnel Vision,Kodak Black,,2198534,7/28/2017
9672,Portland,Drake,,2191547,7/28/2017
9673,Say You Won't Let Go,James Arthur,,2180535,7/28/2017
9674,Boredom,"Tyler, The Creator",,2162487,7/28/2017
9675,Closer,The Chainsmokers,,2159960,7/28/2017
9676,Issues,Julia Michaels,,2104859,7/28/2017
9677,Craving You,Thomas Rhett,,2101121,7/28/2017
9678,Down,Fifth Harmony,,2058008,7/28/2017
9679,Mama,Jonas Blue,,2055584,7/28/2017
9680,Swang,Rae Sremmurd,,2042068,7/28/2017
9681,T-Shirt,Migos,,2018150,7/28/2017
9682,It Ain't Me,"Kygo, Selena Gomez",,2011991,7/28/2017
9683,Swalla ,Jason Derulo,"Nicki Minaj, Ty Dolla $ign",1950832,7/28/2017
9684,wokeuplikethis*,Playboi Carti,,1931141,7/28/2017
9685,I Ain't Got Time!,"Tyler, The Creator",,1926210,7/28/2017
9686,Where This Flower Blooms,"Tyler, The Creator",,1922973,7/28/2017
9687,Look At Me!,XXXTENTACION,,1916328,7/28/2017
9688,ELEMENT.,Kendrick Lamar,,1910149,7/28/2017
9689,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,,1910110,7/28/2017
9690,Malibu,Miley Cyrus,,1901683,7/28/2017
9691,What I've Done,Linkin Park,,1883510,7/28/2017
9692,Rich Love ,"OneRepublic, Seeb, Seeb",,1870849,7/28/2017
9693,Your Song,Rita Ora,,1866206,7/28/2017
9694,Bodak Yellow,Cardi B,,1844342,7/28/2017
9695,First Day Out,Tee Grizzley,,1835744,7/28/2017
9696,Lust For Life ,"Lana Del Rey, The Weeknd, The Weeknd",,1833411,7/28/2017
9697,Fake Love,Drake,,1831835,7/28/2017
9698,Felices los 4,Maluma,,1807853,7/28/2017
9699,Rolex,"Ayo, Teo",,1792800,7/28/2017
9700,Foreword,"Tyler, The Creator",,1791605,7/28/2017
9701,Starboy,The Weeknd,,1783451,7/28/2017
9702,No Promises,Cheat Codes,Demi Lovato,1779100,7/28/2017
9703,Broccoli ,DRAM,Lil Yachty,1758516,7/28/2017
9704,Met Gala ,Gucci Mane,Offset,1721981,7/28/2017
9705,Pothole,"Tyler, The Creator",,1717086,7/28/2017
9706,No Problem ,Chance the Rapper,"Lil Wayne, 2 Chainz",1680796,7/28/2017
9707,White Iverson,Post Malone,,1674850,7/28/2017
9708,Garden Shed,"Tyler, The Creator",,1650865,7/28/2017
9709,beibs in the trap,Travis Scott,,1643642,7/28/2017
9710,Losin Control,Russ,,1641863,7/28/2017
9711,pick up the phone,"Young Thug, Travis Scott",,1641479,7/28/2017
9712,Gyalchester,Drake,,1633920,7/28/2017
9713,Minute,NAV,,1630114,7/28/2017
9714,Go Flex,Post Malone,,1627311,7/28/2017
9715,One Dance,Drake,,1622870,7/28/2017
9716,Get Low,"Zedd, Liam Payne",,1611050,7/28/2017
9717,Cherry,Lana Del Rey,,1590623,7/28/2017
9718,Money Longer,Lil Uzi Vert,,1587901,7/28/2017
9719,Droppin' Seeds,"Tyler, The Creator",,1584777,7/28/2017
9720,Groupie Love ,Lana Del Rey,A$AP Rocky,1582920,7/28/2017
9721,Hurricane,Luke Combs,,1578307,7/28/2017
9722,Everyday We Lit ,YFN Lucci,PnB Rock,1574673,7/28/2017
9723,X ,21 Savage,Future,1574380,7/28/2017
9724,Caroline,Amine,,1569554,7/28/2017
9725,13 Beaches,Lana Del Rey,,1568415,7/28/2017
9726,Small Town Boy,Dustin Lynch,,1557228,7/28/2017
9727,Sometimes...,"Tyler, The Creator",,1550834,7/28/2017
9728,Love,Lana Del Rey,,1550655,7/28/2017
9729,Super Far,LANY,,1538455,7/28/2017
9730,Relationship ,Young Thug,Future,1521742,7/28/2017
9731,One Step Closer,Linkin Park,,1521475,7/28/2017
9732,One More Light,Linkin Park,,1510310,7/28/2017
9733,What Ifs,Kane Brown,,1505977,7/28/2017
9734,Numb / Encore,JAY Z,,1504363,7/28/2017
9735,PRBLMS,6LACK,,1503979,7/28/2017
9736,No Role Modelz,J. Cole,,1485017,7/28/2017
9737,Escápate Conmigo,Wisin,,1474495,7/28/2017
9738,1942 Flows,Meek Mill,,1468065,7/28/2017
9739,Neighbors,J. Cole,,1463457,7/28/2017
9740,November,"Tyler, The Creator",,1463060,7/28/2017
9741,I Don't Wanna Live Forever,"Zayn, Taylor Swift",,1463049,7/28/2017
9742,Whatever You Need ,Meek Mill,"Chris Brown, Ty Dolla $ign",1453398,7/28/2017
9743,Candy Paint,Post Malone,,1438480,7/28/2017
9744,Fuck That Check Up ,Meek Mill,Lil Uzi Vert,1432354,7/28/2017
9745,Sign of the Times,Harry Styles,,1424905,7/28/2017
9746,Glitter,"Tyler, The Creator",,1416273,7/28/2017
9747,What They Want,Russ,,1415647,7/28/2017
9748,A$AP Ferg,NAV,,1407857,7/28/2017
9749,You Was Right,Lil Uzi Vert,,1405792,7/28/2017
9750,I Feel It Coming,The Weeknd,,1398805,7/28/2017
9751,In My Feelings,Lana Del Rey,,1398460,7/28/2017
9752,24K Magic,Bruno Mars,,1395713,7/28/2017
9753,Crawling,Linkin Park,,1387589,7/28/2017
9754,Paris,The Chainsmokers,,1385111,7/28/2017
9755,In Case You Didn't Know,Brett Young,,1368469,7/28/2017
9756,White Mustang,Lana Del Rey,,1357636,7/28/2017
9757,Castle on the Hill,Ed Sheeran,,1354027,7/28/2017
9758,Myself,NAV,,1353511,7/28/2017
9759,Beautiful People Beautiful Problems ,Lana Del Rey,Stevie Nicks,1348469,7/28/2017
9760,Symphony ,Clean Bandit,Zara Larsson,1322159,7/28/2017
9761,A Lie,French Montana,,1320765,7/28/2017
9762,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",,1319712,7/28/2017
9763,Call Me,NAV,,1317118,7/28/2017
9764,Starving,Hailee Steinfeld,,1316057,7/28/2017
9765,Low Life,Future,,1314909,7/28/2017
9766,Don't Let Me Down,The Chainsmokers,,1308273,7/28/2017
9767,Reminder,The Weeknd,,1304943,7/28/2017
9768,Heartache On The Dance Floor,Jon Pardi,,1302431,7/28/2017
9769,Flex Like Ouu,Lil Pump,,1301361,7/28/2017
9770,All My Love ,Cash Cash,Conor Maynard,1293456,7/28/2017
9771,Black Beatles,Rae Sremmurd,,1292560,7/28/2017
9772,The Night We Met,Lord Huron,,1290120,7/28/2017
9773,Saved,Khalid,,1283778,7/28/2017
9774,Two High,Moon Taxi,,1272996,7/28/2017
9775,Faint,Linkin Park,,1269984,7/28/2017
9776,Jump Out The Window,Big Sean,,1267197,7/28/2017
9777,Somewhere I Belong,Linkin Park,,1267023,7/28/2017
9778,Audi.,Smokepurpp,,1264699,7/28/2017
9779,Bleed It Out,Linkin Park,,1259359,7/28/2017
9780,Everybody,Logic,,1258106,7/28/2017
9781,Don't,Bryson Tiller,,1246007,7/28/2017
9782,Wins & Losses,Meek Mill,,1237612,7/28/2017
9783,From The D To The A ,Tee Grizzley,Lil Yachty,1235658,7/28/2017
9784,Some Way,NAV,,1230001,7/28/2017
9785,No Heart,21 Savage,,1227236,7/28/2017
9786,My Girl,Dylan Scott,,1225449,7/28/2017
9787,Ex Calling,6LACK,,1224887,7/28/2017
9788,Perfect Pint ,Mike WiLL Made-It,"Kendrick Lamar, Gucci Mane, Rae Sremmurd",1224623,7/28/2017
9789,Moves,Big Sean,,1223484,7/28/2017
9790,Run Me Dry,Bryson Tiller,,1214505,7/28/2017
9791,Good Goodbye ,Linkin Park,Pusha T and Stormzy,1207809,7/28/2017
9792,Weak,AJR,,1205380,7/28/2017
9793,Papercut,Linkin Park,,1202232,7/28/2017
9794,Selfish,PnB Rock,,1201246,7/28/2017
9795,Issues,Meek Mill,,1197304,7/28/2017
9796,8TEEN,Khalid,,1194636,7/28/2017
9797,RAF,A$AP Mob,,1187604,7/28/2017
9798,Exchange,Bryson Tiller,,1186654,7/28/2017
9799,Nice For What,Drake,,11555034,6/1/2018
9800,Yes Indeed,"Lil Baby, Drake",,11082014,6/1/2018
9801,Lucid Dreams,Juice WRLD,,9969468,6/1/2018
9802,Better Now,Post Malone,,9277695,6/1/2018
9803,This Is America,Childish Gambino,,8706854,6/1/2018
9804,God's Plan,Drake,,8412860,6/1/2018
9805,Psycho ,Post Malone,Ty Dolla $ign,7939914,6/1/2018
9806,I Like It,Cardi B,,7175665,6/1/2018
9807,Look Alive ,BlocBoy JB,Drake,7123819,6/1/2018
9808,I'm Upset,Drake,,6664420,6/1/2018
9809,Praise The Lord (Da Shine) ,A$AP Rocky,Skepta,6560025,6/1/2018
9810,rockstar ,Post Malone,21 Savage,5665940,6/1/2018
9811,All Girls Are The Same,Juice WRLD,,5256428,6/1/2018
9812,Plug Walk,Rich The Kid,,5177678,6/1/2018
9813,Ric Flair Drip,"Offset, Metro Boomin",,5046341,6/1/2018
9814,Walk It Talk It,Migos,,5034265,6/1/2018
9815,SAD!,XXXTENTACION,,4995292,6/1/2018
9816,Paranoid,Post Malone,,4985170,6/1/2018
9817,no tears left to cry,Ariana Grande,,4928761,6/1/2018
9818,Ball For Me ,Post Malone,Nicki Minaj,4909870,6/1/2018
9819,Powerglide,"Rae Sremmurd, Juicy J",Juicy J,4883722,6/1/2018
9820,Love Lies,"Khalid, Normani",,4555735,6/1/2018
9821,OTW,Khalid,,4488741,6/1/2018
9822,JAPAN,Famous Dex,,4444067,6/1/2018
9823,Spoil My Night ,Post Malone,Swae Lee,4424183,6/1/2018
9824,Playinwitme ,KYLE,Kehlani,4369765,6/1/2018
9825,Back To You,Selena Gomez,,4324033,6/1/2018
9826,Stay,Post Malone,,4242577,6/1/2018
9827,Shoota ,Playboi Carti,Lil Uzi Vert,4197442,6/1/2018
9828,Rich & Sad,Post Malone,,4129515,6/1/2018
9829,Meant to Be,"Bebe Rexha, Florida Georgia Line",Florida Georgia Line,4108086,6/1/2018
9830,Call Out My Name,The Weeknd,,4076191,6/1/2018
9831,lovely ,"Billie Eilish, Khalid",,4059293,6/1/2018
9832,I Fall Apart,Post Malone,,4022026,6/1/2018
9833,KOD,J. Cole,,3920795,6/1/2018
9834,In My Blood,Shawn Mendes,,3918631,6/1/2018
9835,Candy Paint,Post Malone,,3918127,6/1/2018
9836,Nervous,Shawn Mendes,,3915386,6/1/2018
9837,Freaky Friday ,Lil Dicky,Chris Brown,3910197,6/1/2018
9838,One Kiss ,"Calvin Harris, Dua Lipa, Dua Lipa",,3905561,6/1/2018
9839,Youngblood,5 Seconds of Summer,,3867198,6/1/2018
9840,Watch ,Travis Scott,"Lil Uzi Vert, Kanye West",3796727,6/1/2018
9841,Youth feat. Khalid,Shawn Mendes,,3755521,6/1/2018
9842,The Middle,"Zedd, Maren Morris, Grey",,3669278,6/1/2018
9843,Te Boté - Remix,Nio Garcia,,3620981,6/1/2018
9844,Taste ,Tyga,Offset,3553547,6/1/2018
9845,If You Know You Know,Pusha T,,3528700,6/1/2018
9846,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",,3486216,6/1/2018
9847,FAKE LOVE,BTS,,3464251,6/1/2018
9848,A$AP Forever REMIX,A$AP Rocky,,3458627,6/1/2018
9849,All The Stars,"Kendrick Lamar, SZA",,3454899,6/1/2018
9850,Mine,Bazzi,,3343759,6/1/2018
9851,TATI,6ix9ine,,3158888,6/1/2018
9852,Stir Fry,Migos,,3158123,6/1/2018
9853,92 Explorer,Post Malone,,3132105,6/1/2018
9854,XO TOUR Llif3,Lil Uzi Vert,,3125604,6/1/2018
9855,Over Now,Post Malone,,3115707,6/1/2018
9856,Be Careful,Cardi B,,3111287,6/1/2018
9857,Zack And Codeine,Post Malone,,3006098,6/1/2018
9858,FRIENDS,"Marshmello, Anne",,2953582,6/1/2018
9859,What Would Meek Do?,Pusha T,,2925365,6/1/2018
9860,PICK IT UP ,Famous Dex,A$AP Rocky,2903429,6/1/2018
9861,Fukk Sleep,A$AP Rocky,,2866134,6/1/2018
9862,Moonlight,XXXTENTACION,,2838826,6/1/2018
9863,Takin' Shots,Post Malone,,2782761,6/1/2018
9864,Champion ,NAV,Travis Scott,2779926,6/1/2018
9865,Same Bitches ,Post Malone,"G-Eazy, YG",2742199,6/1/2018
9866,Heaven,Kane Brown,,2708075,6/1/2018
9867,New Light,John Mayer,,2655592,6/1/2018
9868,Somebody,The Chainsmokers,,2638241,6/1/2018
9869,Red Roses ,Lil Skies,Landon Cube,2629704,6/1/2018
9870,HUMBLE.,Kendrick Lamar,,2626391,6/1/2018
9871,Congratulations,Post Malone,,2622504,6/1/2018
9872,Chun-Li,Nicki Minaj,,2587204,6/1/2018
9873,Tony Tone,A$AP Rocky,,2586258,6/1/2018
9874,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,,2562390,6/1/2018
9875,Esskeetit,Lil Pump,,2556329,6/1/2018
9876,Buck Shots,A$AP Rocky,,2520794,6/1/2018
9877,Distorted Records,A$AP Rocky,,2447502,6/1/2018
9878,Young Dumb & Broke,Khalid,,2435483,6/1/2018
9879,Welcome to the Party,"Diplo, French Montana, Lil Pump",Zhavia Ward,2432799,6/1/2018
9880,The Games We Play,Pusha T,,2430649,6/1/2018
9881,Jocelyn Flores,XXXTENTACION,,2413983,6/1/2018
9882,Tequila,Dan + Shay,,2383545,6/1/2018
9883,Lean Wit Me,Juice WRLD,,2383176,6/1/2018
9884,Lost In Japan,Shawn Mendes,,2366111,6/1/2018
9885,X,"Nicky Jam, J Balvin",,2356754,6/1/2018
9886,Havana ,Camila Cabello,Young Thug,2349888,6/1/2018
9887,goosebumps,Travis Scott,,2345027,6/1/2018
9888,Infrared,Pusha T,,2322884,6/1/2018
9889,Solo ,Clean Bandit,Demi Lovato,2318828,6/1/2018
9890,Nowadays ,Lil Skies,Landon Cube,2306822,6/1/2018
9891,1942,G-Eazy,,2304459,6/1/2018
9892,Otherside,Post Malone,,2289637,6/1/2018
9893,Gunz N Butter,A$AP Rocky,,2246769,6/1/2018
9894,Location,Khalid,,2245403,6/1/2018
9895,Bank Account,21 Savage,,2242370,6/1/2018
9896,Hard Piano,Pusha T,,2238805,6/1/2018
9897,Lust,Lil Skies,,2218926,6/1/2018
9898,OG Beeper,A$AP Rocky,,2213538,6/1/2018
9899,Kevin’s Heart,J. Cole,,2206763,6/1/2018
9900,Where Were You In The Morning?,Shawn Mendes,,2204787,6/1/2018
9901,Jackie Chan,"Tiesto, Dzeko",,2192817,6/1/2018
9902,Come Back Baby,Pusha T,,2183199,6/1/2018
9903,Plain Jane,A$AP Ferg,,2177649,6/1/2018
9904,Bounce Out With That,YBN Nahmir,,2141071,6/1/2018
9905,Everyday,"Logic, Marshmello",,2113428,6/1/2018
9906,New Freezer ,Rich The Kid,Kendrick Lamar,2109470,6/1/2018
9907,Pray For Me ,"The Weeknd, Kendrick Lamar",,2107685,6/1/2018
9908,Santeria,Pusha T,,2101475,6/1/2018
9909,CALLDROPS,A$AP Rocky,,2096640,6/1/2018
9910,Blame It On Me,Post Malone,,2093872,6/1/2018
9911,You Make It Easy,Jason Aldean,,2086074,6/1/2018
9912,Fuck Love ,XXXTENTACION,Trippie Redd,2084065,6/1/2018
9913,LOVE.,Kendrick Lamar,,2082201,6/1/2018
9914,Boo'd Up,Ella Mai,,2065150,6/1/2018
9915,High Hopes,Panic! At The Disco,,2037192,6/1/2018
9916,Betrayed,Lil Xan,,2033988,6/1/2018
9917,Done for Me,Charlie Puth,,2029626,6/1/2018
9918,Bartier Cardi ,Cardi B,21 Savage,2029250,6/1/2018
9919,changes,XXXTENTACION,,2026513,6/1/2018
9920,Never Be the Same,Camila Cabello,,2023567,6/1/2018
9921,Bodak Yellow,Cardi B,,2021447,6/1/2018
9922,BUTTERFLY EFFECT,Travis Scott,,2014858,6/1/2018
9923,Outside Today,YoungBoy Never Broke Again,,2010720,6/1/2018
9924,Sugar Wraith,Post Malone,,2002817,6/1/2018
9925,Purity,A$AP Rocky,,1979861,6/1/2018
9926,Like To Be You feat. Julia Michaels,Shawn Mendes,,1975560,6/1/2018
9927,IDGAF,Dua Lipa,,1958149,6/1/2018
9928,ATM,J. Cole,,1951433,6/1/2018
9929,MotorSport,Migos,,1950304,6/1/2018
9930,No Limit,G-Eazy,,1949042,6/1/2018
9931,Wanted You ,NAV,Lil Uzi Vert,1948381,6/1/2018
9932,Marry Me,Thomas Rhett,,1946695,6/1/2018
9933,1-800-273-8255,Logic,,1935186,6/1/2018
9934,Motiv8,J. Cole,,1933533,6/1/2018
9935,Thunder,Imagine Dragons,,1912945,6/1/2018
9936,Sangria Wine,"Pharrell Williams, Camila Cabello",,1884061,6/1/2018
9937,Nevermind,Dennis Lloyd,,1881674,6/1/2018
9938,Redbone,Childish Gambino,,1865693,6/1/2018
9939,Fallin' All In You,Shawn Mendes,,1855661,6/1/2018
9940,Silence,Marshmello,,1849383,6/1/2018
9941,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",,1837738,6/1/2018
9942,New Rules,Dua Lipa,,1835215,6/1/2018
9943,2002,Anne-Marie,,1829872,6/1/2018
9944,One Number Away,Luke Combs,,1818151,6/1/2018
9945,I Get The Bag ,Gucci Mane,Migos,1807783,6/1/2018
9946,Roll In Peace ,Kodak Black,XXXTENTACION,1803183,6/1/2018
9947,Body Like A Back Road,Sam Hunt,,1799132,6/1/2018
9948,Unforgettable,French Montana,,1785095,6/1/2018
9949,The Night We Met,Lord Huron,,1767464,6/1/2018
9950,Kids Turned Out Fine,A$AP Rocky,,1764853,6/1/2018
9951,Creeping ,Lil Skies,Rich the Kid,1764075,6/1/2018
9952,Believer,Imagine Dragons,,1758139,6/1/2018
